reaction_id,equation,delta_G0_prime_kJ_per_mol,status
MTRPOX,C02983 + C00001 + C00007 = C00067 + C00027 + C00078,-51.88512058897794,ok
AGM4PCPpp,cpd15398 + C00001 = C00133 + cpd15397,327.03619809154634,ok
GTPDPDP,C04494 + C00001 = C00080 + C00009 + C01228,-26.709035060406052,ok
CRNCAR,C20750 = CHEBI:62047,0.0,ok
GALabcpp,C00002 + C00001 = 0 C00124 + C00008 + C00080 + C00009,-27.36519874790435,ok
GLYCLTt2rpp, = 0 C00160 + 0 C00080,0.0,ok
GUAt2pp, = 0 C00242 + 0 C00080,0.0,ok
HPPPNt2rpp, = 0 C11457 + 0 C00080,0.0,ok
RNDR2,C00035 + C00342 = C00361 + C00001 + C00343,-38.66819656960165,ok
EX_asn__L_e,asn__L_e --> ,,skipped (unmapped)
ANHMK,cpd15399 + C00002 + C00001 = C16698 + C00008 + C00080,,skipped (unbalanced)
DCAtex,dca_e <=> dca_p,,skipped (unmapped)
DHFR,C00415 + C00080 + C00005 = C00006 + C00101,-25.193907748267748,ok
EX_cit_e,cit_e --> ,,skipped (unmapped)
PRAIi,C04302 = C01302,-9.826198200800604,ok
EX_mal__L_e,mal__L_e --> ,,skipped (unmapped)
NMNN,C00001 + C00455 = C00080 + C00153 + C03736,-23.675011308594662,ok
XAND,C00001 + C00003 + C00385 = C00080 + C00004 + C00366,-22.447444817358047,ok
EX_no2_e,no2_e --> ,,skipped (unmapped)
HACD3,C05267 + C00080 + C00004 = C05266 + C00003,-18.669705980657454,ok
TYRTA,C00026 + C00082 = C01179 + C00025,0.4238716409940366,ok
SHKK,C00002 + C00493 = C00008 + C00080 + C03175,-23.704174395133975,ok
DCYTtex,dcyt_e <=> dcyt_p,,skipped (unmapped)
EX_gam_e,gam_e --> ,,skipped (unmapped)
ACACtex,acac_e <=> acac_p,,skipped (unmapped)
ACNAMtex,acnam_e <=> acnam_p,,skipped (unmapped)
ARBTNabcpp,C00002 + C00001 = 0 C05554 + C00008 + C00080 + C00009,-27.36519874790435,ok
EX_inost_e,inost_e --> ,,skipped (unmapped)
EX_mobd_e,mobd_e <=> ,,skipped (unmapped)
NNDMBRT,C03114 + C01185 = C04778 + C00080 + C00253,-20.626032097572647,ok
DGSNtex,dgsn_e <=> dgsn_p,,skipped (unmapped)
THRA2,C05519 = C00084 + C00037,-0.08155475338750762,ok
ASO3t8pp,C00002 + C00001 = 0 C06697 + C00008 + C00080 + C00009,-27.36519874790435,ok
H2Stex,h2s_e <=> h2s_p,,skipped (unmapped)
PPK,C00002 + C00009 = C00008 + C00013,-10.3478614776365,ok
EX_so4_e,so4_e <=> ,,skipped (unmapped)
SADH,2 C00001 + 2 C00080 + C03296 = C00011 + 2 C00014 + C03415,-87.72942883273674,ok
GLUSy,C00026 + C00064 + C00080 + C00005 = 2 C00025 + C00006,-50.59952666964284,ok
GUAPRT,C00242 + C00119 = C00144 + C00013,-29.622456155192864,ok
EX_phe__L_e,phe__L_e --> ,,skipped (unmapped)
EX_thr__L_e,thr__L_e --> ,,skipped (unmapped)
EX_uri_e,uri_e --> ,,skipped (unmapped)
OMCDC,C04236 + C00080 = C00233 + C00011,-16.807575084912514,ok
ABUTD,C00555 + C00001 + C00003 = C00334 + 2 C00080 + C00004,-47.349285278306525,ok
E4PD,C00279 + C00001 + C00003 = C03393 + 2 C00080 + C00004,-46.10005355904923,ok
IG3PS,C00064 + C04916 = C04677 + C04666 + C00025 + C00080,238.46051701790554,ok
PDH,C00010 + C00003 + C00022 = C00024 + C00011 + C00004,-34.02434772279116,ok
MTHFR2,2 C00080 + C00143 + C00004 = C00440 + C00003,-43.53008948155059,ok
DMSOR2pp,CHEBI:61873 + C11143 = CHEBI:48455 + C00580 + C00001,-201.76963797495006,ok
H2St1pp,h2s_c --> h2s_p,,skipped (unmapped)
EX_nh4_e,nh4_e <=> ,,skipped (unmapped)
DADK,C00002 + C00360 = C00008 + C00206,2.7790673113127013,ok
DUTPDP,C00460 + C00001 = C00365 + C00080 + C00013,-37.25550470409773,ok
EX_ddca_e,ddca_e --> ,,skipped (unmapped)
HYD3pp,CHEBI:48455 + C00282 = 0 C00080 + CHEBI:61873,-84.85364960100333,ok
NO3R1pp,C00244 + CHEBI:61682 = 0 C00080 + C00001 + C00088 + C17569,-8.869752695827799,ok
NTP5,C00063 + C00001 = C00112 + C00080 + C00009,-27.62900792704597,ok
CELBpts,C00185 + C00074 = MNXM147389 + C00022,,skipped (unbalanced)
FORt2pp, = 0 C00058 + 0 C00080,0.0,ok
EX_r5p_e,r5p_e --> ,,skipped (unmapped)
EX_glyc2p_e,glyc2p_e --> ,,skipped (unmapped)
MTAN,C00170 + C00001 = C03089 + C00147,-14.125849180587693,ok
DPR,C00966 + C00080 + C00005 = C00006 + C00522,-18.878523137838158,ok
EX_halipa_e,halipa_e --> ,,skipped (unmapped)
AACPS5,C00229 + C00002 + C00712 = C00020 + MNXM89950 + C00013,,skipped (unbalanced)
MANptspp,C00159 + C00074 = C00275 + C00022,-44.429731817325134,ok
EX_cmp_e,cmp_e --> ,,skipped (unmapped)
NTD8,C00362 + C00001 = C00330 + C00009,-14.408837544888975,ok
GALCTD,C00879 = C00679 + C00001,-41.014142844129296,ok
EX_malthx_e,malthx_e --> ,,skipped (unmapped)
MLTG4,C00001 + C01936 = C00031 + CHEBI:61952,-14.583852080788347,ok
UDPGDC,C00003 + C00167 = C00011 + C00004 + C16155,-11.159379748747256,ok
PUNP4,C00330 + C00009 = C00672 + C00242,16.731928976877924,ok
AMAOTr,C01092 + C00019 = C04425 + C01037,-0.5841004362950457,ok
EX_csn_e,csn_e --> ,,skipped (unmapped)
EX_etoh_e,etoh_e --> ,,skipped (unmapped)
G6PP,C00092 + C00001 = C00031 + C00009,-9.464163735251653,ok
MMCD,C00080 + C00683 = C00011 + C00100,-19.4334633789058,ok
GLNS,C00002 + C00025 + C00014 = C00008 + C00064 + C00080 + C00009,-13.116691587962983,ok
TYMtex,tym_e <=> tym_p,,skipped (unmapped)
GTHS,C00002 + C00669 + C00037 = C00008 + C00051 + C00080 + C00009,-28.447207746991076,ok
EX_g3pe_e,g3pe_e --> ,,skipped (unmapped)
EX_pacald_e,pacald_e --> ,,skipped (unmapped)
EX_his__L_e,his__L_e --> ,,skipped (unmapped)
EX_k_e,k_e <=> ,,skipped (unmapped)
EX_na1_e,na1_e <=> ,,skipped (unmapped)
ACACT1r,2 C00024 = C00332 + C00010,24.96121615861489,ok
ARGORNt7pp, = 0 C00062 + 0 C00077,0.0,ok
EX_dmso_e,dmso_e --> ,,skipped (unmapped)
CMPtex,cmp_e <=> cmp_p,,skipped (unmapped)
DUMPtex,dump_e <=> dump_p,,skipped (unmapped)
XMPtex,xmp_e <=> xmp_p,,skipped (unmapped)
3PEPTtex,LalaDgluMdap_e <=> LalaDgluMdap_p,,skipped (unmapped)
EX_12ppd__S_e,12ppd__S_e --> ,,skipped (unmapped)
EX_pppn_e,pppn_e --> ,,skipped (unmapped)
ANHGMtex,anhgm_e <=> anhgm_p,,skipped (unmapped)
MALTptspp,C00208 + C00074 = C02995 + C00022,-39.28965792557436,ok
UDPKAAT,C00025 + C16155 = C00026 + C16153,32.44046528032561,ok
ULA4NFT,C00234 + C16153 = C00080 + C00101 + C16154,0.5391882499773146,ok
EX_acgam1p_e,acgam1p_e --> ,,skipped (unmapped)
NTD11pp,C00001 + C00130 = C00294 + C00009,-5.634526460308855,ok
EX_galt_e,galt_e --> ,,skipped (unmapped)
DKGLCNR2x,C02780 + C00080 + C00004 = C01062 + C00003,-24.409737892809062,ok
ACGS,C00024 + C00025 = C00624 + C00010 + C00080,-22.970816091647066,ok
PDE1,C00575 + C00001 = C00020 + C00080,-40.86850002962706,ok
UPLA4FNT,C00348 + C16154 = cpd15575 + C00015,250.46075789310447,ok
UPLA4FNF,C00001 + cpd15575 = C00058 + cpd15576,,skipped (unbalanced)
ULA4Ntppi,uLa4n_c --> uLa4n_p,,skipped (unmapped)
HEPT1,C06398 + C06026 = C00008 + C00080 + CHEBI:61502,-11.08011166326105,ok
FALDtex,fald_e <=> fald_p,,skipped (unmapped)
MCITD,C02225 = C04225 + C00001,-2.8536105731163133,ok
CU2tex,cu2_e <=> cu2_p,,skipped (unmapped)
EX_glcur1p_e,glcur1p_e --> ,,skipped (unmapped)
GLCATr,C00024 + C00031 = C02655 + C00010,-2.2464754939960585,ok
ALR2,C00080 + C00546 + C00005 = C05235 + C00006,-18.89687596261456,ok
AMALT2,C00208 + C02013 = C00031 + CHEBI:61952,-1.29799329165553,ok
MLTP1,CHEBI:61952 + C00009 = C00103 + C02013,3.902931548684819,ok
HEPT2,C06398 + CHEBI:61502 = C00008 + C00080 + CHEBI:61507,-11.080111663259231,ok
FECRMUtex, = 0 cpd15462 + 0 C00080,0.0,ok
ALAALAr,2 C00133 + C00002 = C00008 + C00993 + C00080 + C00009,-25.728891481965043,ok
EX_thrp_e,thrp_e --> ,,skipped (unmapped)
CLtex,cl_e <=> cl_p,,skipped (unmapped)
CYSDtex,cys__D_e <=> cys__D_p,,skipped (unmapped)
CYSDabcpp,C00002 + C00001 = 0 C00793 + C00008 + C00080 + C00009,-27.36519874790435,ok
HXAND,C00001 + C00262 + C00003 = C00080 + C00004 + C00385,15.756014771431325,ok
EX_fald_e,fald_e --> ,,skipped (unmapped)
EX_pydxn_e,pydxn_e --> ,,skipped (unmapped)
EX_acgal_e,acgal_e --> ,,skipped (unmapped)
EX_so2_e,so2_e --> ,,skipped (unmapped)
EX_dms_e,dms_e --> ,,skipped (unmapped)
GMPtex,gmp_e <=> gmp_p,,skipped (unmapped)
IMPtex,imp_e <=> imp_p,,skipped (unmapped)
G3PItex,g3pi_e <=> g3pi_p,,skipped (unmapped)
CD2abcpp,C00002 + C00001 = 0 C01413 + C00008 + C00080 + C00009,-27.36519874790435,ok
G3PGtex,g3pg_e <=> g3pg_p,,skipped (unmapped)
G3PEtex,g3pe_e <=> g3pe_p,,skipped (unmapped)
G3PCtex,g3pc_e <=> g3pc_p,,skipped (unmapped)
MOAT3C,C04121 + cpd15550 = C00055 + C00080 + cpd15492,-260.0557104036652,ok
UMPtex,ump_e <=> ump_p,,skipped (unmapped)
G1Ptex,g1p_e <=> g1p_p,,skipped (unmapped)
ADNK1,C00212 + C00002 = C00008 + C00020 + C00080,-12.5707341595662,ok
CUt3, = 0 CHEBI:23379 + 0 C00080,0.0,ok
ZN2t3pp, = 0 C00080 + 0 C00038,0.0,ok
SKMtex,skm_e <=> skm_p,,skipped (unmapped)
MNt2pp, = 0 C00080 + 0 C19610,0.0,ok
RHAT1,C03319 + cpd15492 = C00363 + C00080 + cpd26459,-17.726580416365323,ok
GLCabcpp,C00002 + C00001 = 0 C00031 + C00008 + C00080 + C00009,-27.36519874790435,ok
GALT1,cpd15479 + C00029 = cpd15469 + C00080 + C00015,-22.04695957718792,ok
MNtex,mn2_e <=> mn2_p,,skipped (unmapped)
GAL1Ptex,gal1p_e <=> gal1p_p,,skipped (unmapped)
GLCTR2,cpd15469 + C00029 = cpd15475 + C00080 + C00015,-12.81630090118557,ok
G2PPpp,C02979 + C00001 = C00116 + C00009,-27.49490916474071,ok
UDPGPpp,C00001 + C00029 = C00103 + 2 C00080 + C00105,-35.105616745084205,ok
EX_acgal1p_e,acgal1p_e --> ,,skipped (unmapped)
EX_cyan_e,cyan_e --> ,,skipped (unmapped)
EX_tyrp_e,tyrp_e --> ,,skipped (unmapped)
O2Stex,o2s_e <=> o2s_p,,skipped (unmapped)
HEPK1,C00002 + CHEBI:61507 = C00008 + C00080 + cpd15549,-22.135289529871443,ok
HEPT3,C06398 + cpd15549 = C00008 + C00080 + cpd15488,-20.31077033925976,ok
HEPK2,C00002 + cpd15488 = C00008 + C00080 + cpd15550,-28.617769920716455,ok
ALDD3y,C00001 + C00006 + C00479 = 2 C00080 + C00005 + MNXM162260,,skipped (unbalanced)
EX_uacgam_e,uacgam_e --> ,,skipped (unmapped)
Kt3pp, = 0 C00080 + 0 C00238,0.0,ok
EX_udpacgal_e,udpacgal_e --> ,,skipped (unmapped)
EX_udpg_e,udpg_e --> ,,skipped (unmapped)
EX_udpgal_e,udpgal_e --> ,,skipped (unmapped)
EX_udpglcur_e,udpglcur_e --> ,,skipped (unmapped)
EX_14glucan_e,14glucan_e --> ,,skipped (unmapped)
EX_pser__L_e,pser__L_e --> ,,skipped (unmapped)
R5PP,C00001 + C03736 = C00009 + C00121,-0.5464738020881441,ok
EX_xmp_e,xmp_e --> ,,skipped (unmapped)
EX_damp_e,damp_e --> ,,skipped (unmapped)
CYSSADS,C00606 + 2 C00080 = C00041 + C09306,-253.1045790566782,ok
EX_dimp_e,dimp_e --> ,,skipped (unmapped)
CPPPGO2,2 C00019 + C03263 = 2 C00011 + 2 C05198 + 2 C00073 + C01079,27.834985329935733,ok
EX_isetac_e,isetac_e --> ,,skipped (unmapped)
AGM3PH,cpd15397 + C00001 = C00140 + cpd15400,,skipped (unbalanced)
HOMt2pp, = 0 C00080 + 0 C00263,0.0,ok
EX_aso3_e,aso3_e --> ,,skipped (unmapped)
EX_tcynt_e,tcynt_e --> ,,skipped (unmapped)
EX_fe3dhbzs_e,fe3dhbzs_e --> ,,skipped (unmapped)
AGM3PApp,cpd15397 + C00001 = cpd15386 + cpd15396,,skipped (unbalanced)
PPPGO,1 C00007 + C01079 = 3 C00001 + C02191,,skipped (unbalanced)
EX_feoxam_un_e,feoxam_un_e --> ,,skipped (unmapped)
HOMtex,hom__L_e <=> hom__L_p,,skipped (unmapped)
SO2tex,so2_e <=> so2_p,,skipped (unmapped)
SO2tpp,so2_p <=> so2_c,,skipped (unmapped)
LDH_D2,C00256 + C17569 = C00022 + CHEBI:61682,-111.12160211918683,ok
EX_g3pc_e,g3pc_e --> ,,skipped (unmapped)
EX_g3pg_e,g3pg_e --> ,,skipped (unmapped)
EX_g3pi_e,g3pi_e --> ,,skipped (unmapped)
SHCHF,C14818 + C05778 = 3 C00080 + C00748,,skipped (unbalanced)
SUCOAS,C00002 + C00010 + C00042 = C00008 + C00009 + C00091,-1.7513499411736575,ok
SUCBZL,C00002 + C00010 + C02730 = C00020 + C00013 + C03160,-15.34753800043518,ok
CYSDDS,C00793 + C00001 = C00283 + C00014 + C00022,4.5659577952788055,ok
CYStpp,cys__L_c --> cys__L_p,,skipped (unmapped)
EX_g3ps_e,g3ps_e --> ,,skipped (unmapped)
EX_peamn_e,peamn_e --> ,,skipped (unmapped)
EX_34dhpac_e,34dhpac_e --> ,,skipped (unmapped)
NTP1,C00002 + C00001 = C00008 + C00080 + C00009,-27.36519874790435,ok
DAMPtex,damp_e <=> damp_p,,skipped (unmapped)
DCMPtex,dcmp_e <=> dcmp_p,,skipped (unmapped)
DGMPtex,dgmp_e <=> dgmp_p,,skipped (unmapped)
DTMPtex,dtmp_e <=> dtmp_p,,skipped (unmapped)
ACSERtpp,acser_c --> acser_p,,skipped (unmapped)
ACSERtex,acser_e <=> acser_p,,skipped (unmapped)
LALDO3,C00080 + C00546 + C00005 = C00424 + C00006,-11.105098149591186,ok
NTP10,C00001 + C00081 = C00080 + C00104 + C00009,-28.689281703186175,ok
PRAIS,C00002 + CHEBI:11474 = C00008 + CHEBI:12101 + 2 C00080 + C00009,5.183173399230604,ok
GDMANE,C01222 = CHEBI:21155,0.0,ok
GPDDA4,C03274 + C00001 = C00093 + C00116 + C00080,-261.35688833959705,ok
LPLIPAL2ATG120,MNXM3450 + MNXM1771 = cpd26441 + C03274,,skipped (unbalanced)
PLIPA1E140pp,C00001 + MNXM2859 = cpd26435 + C00080 + MNXM162239,,skipped (unbalanced)
LPLIPAL2E140,cpd26435 + C00001 = C01233 + C00080 + MNXM162239,,skipped (unbalanced)
PLIPA1E160pp,C00001 + CHEBI:73005 = CHEBI:131743 + C00080 + C00249,-19.33636727428842,ok
GALKr,C00002 + C00124 = C00008 + C00446 + C00080,-13.774540912772181,ok
PLIPA1E161pp,C00001 + cpd29055 = MNXM3448 + C00080 + MNXM950,,skipped (unbalanced)
AACPS8,C00229 + C00002 + MNXM162295 = C00020 + MNXM90236 + C00013,,skipped (unbalanced)
AACPS9,C00229 + C00002 + C06423 = C00020 + MNXM90185 + C00013,,skipped (unbalanced)
LPLIPAL2E180,CHEBI:133144 + C00001 = C01233 + C00080 + C01530,-23.54130218501504,ok
LPLIPAL2G161,MNXM3453 + C00001 = C03274 + C00080 + MNXM950,,skipped (unbalanced)
LPLIPAL2G181,MNXM3455 + C00001 = C03274 + C00080 + C00712,,skipped (unbalanced)
2AGPE120tipp,2agpe120_p --> 2agpe120_c,,skipped (unmapped)
HXCT,C00024 + C01585 = C00033 + MNXM162502,,skipped (unbalanced)
AACPS6,C00229 + C00002 + C01530 = C00020 + MNXM3075 + C00013,,skipped (unbalanced)
2AGPEAT160,CHEBI:131743 + C00002 + C00249 = C00020 + CHEBI:73005 + C00013,-18.182158188666946,ok
AACPS7,C00229 + C00002 + MNXM162258 = C00020 + MNXM89851 + C00013,,skipped (unbalanced)
PANTS,C00099 + C00002 + C00522 = C00020 + C00080 + C00864 + C00013,-44.434473175169884,ok
G3PGabcpp,C00002 + C00001 = 0 C03274 + C00008 + C00080 + C00009,-27.36519874790435,ok
G3PIabcpp,C00002 + C00001 = 0 C01225 + C00008 + C00080 + C00009,-27.36519874790435,ok
DURADx,C00429 + C00003 = C00080 + C00004 + C00106,1.428478209195987,ok
ECOAH7,C05258 = C00001 + C05272,-0.432742350962144,ok
G1PPpp,C00103 + C00001 = C00031 + C00009,-16.835507362681376,ok
GALCTND,C00880 = C01216 + C00001,-41.01403194598201,ok
GCALDD,C00266 + C00001 + C00003 = C00160 + 2 C00080 + C00004,-60.92740868884425,ok
HISTP,C00001 + C01100 = C00860 + C00009,-18.269426687144865,ok
G3PSabcpp,C00002 + C00001 = 0 CHEBI:61931 + C00008 + C00080 + C00009,-27.36519874790435,ok
QMO2,2 C00007 + CHEBI:61682 = 2 C00080 + 2 C00704 + C17569,-83.2654723350488,ok
QMO3,CHEBI:61684 + 2 C00007 = 2 C00080 + CHEBI:44027 + 2 C00704,-83.24824852287726,ok
LPLIPAL2E141,MNXM3447 + C00001 = C01233 + C00080 + MNXM641,,skipped (unbalanced)
LPLIPAL2E161,MNXM3448 + C00001 = C01233 + C00080 + MNXM950,,skipped (unbalanced)
LDH_D,C00256 + C00003 = C00080 + C00004 + C00022,23.680307830950383,ok
AMALT4,C00208 + C01936 = C00031 + CHEBI:62010,-1.297994083409776,ok
NTD11,C00001 + C00130 = C00294 + C00009,-5.634526460308855,ok
LPLIPAL2E181,MNXM3449 + C00001 = C01233 + C00080 + C00712,,skipped (unbalanced)
YUMPS,C03736 + C00106 = C00001 + MNXM148492,,skipped (unbalanced)
LPLIPAL2G180,cpd26427 + C00001 = C03274 + C00080 + C01530,-23.541304012805398,ok
LPLIPAL2G141,MNXM3452 + C00001 = C03274 + C00080 + MNXM641,,skipped (unbalanced)
2AGPA120tipp,2ddecg3p_p --> 2ddecg3p_c,,skipped (unmapped)
2AGPG180tipp,2agpg180_p --> 2agpg180_c,,skipped (unmapped)
IPDDI,C00129 = C00235,-4.8542152837242725,ok
ORNDC,C00080 + C00077 = C00011 + C00134,-29.547045538292537,ok
UPP3MT,2 C00019 + C01051 = 2 C00021 + C02463 + C00080,-263.16669046980587,ok
KAS15,C00024 + C00080 + C01209 = C05744 + C00011 + C00010,,skipped (unbalanced)
ALAALAtex,alaala_e <=> alaala_p,,skipped (unmapped)
FACOAL181t2pp,C00002 + C00010 + C00712 = 0 C00080 + C00020 + MNXM1848 + C00013,,skipped (unbalanced)
T2DECAI,C05754 = MNXM7186,0.0,ok
2AGPGAT180,cpd26427 + C00002 + C01530 = C00020 + cpd15540 + C00013,-20.704100049574592,ok
2AGPGAT181,MNXM3455 + C00002 + C00712 = C00020 + MNXM1773 + C00013,,skipped (unbalanced)
3OAS161,C00080 + C01209 + MNXM162426 = cpd15375 + C00229 + C00011,,skipped (unbalanced)
DHQS,C04691 = C00944 + C00009,-150.52802398628552,ok
EAR141y,C00080 + C00005 + cpd15570 = C00006 + MNXM162426,,skipped (unbalanced)
EAR161x,C00080 + C00004 + cpd15571 = MNXM89949 + C00003,,skipped (unbalanced)
2AGPG141tipp,2agpg141_p --> 2agpg141_c,,skipped (unmapped)
2AGPG161tipp,2agpg161_p --> 2agpg161_c,,skipped (unmapped)
2AGPG181tipp,2agpg181_p --> 2agpg181_c,,skipped (unmapped)
2AGPEAT140,cpd26435 + C00002 + MNXM162239 = C00020 + MNXM2859 + C00013,,skipped (unbalanced)
2AGPEAT120,cpd26439 + C00002 + MNXM162258 = C00020 + MNXM2858 + C00013,,skipped (unbalanced)
DASYN160,C00063 + C00080 + CHEBI:72859 = cpd15419 + C00013,,skipped (unbalanced)
DASYN161,C00063 + C00080 + cpd15525 = CHEBI:104012 + C00013,,skipped (unbalanced)
DASYN181,C00063 + C00080 + cpd15527 = CHEBI:104362 + C00013,,skipped (unbalanced)
CDAPPA161,CHEBI:104012 + C00001 = C00055 + 2 C00080 + cpd15525,,skipped (unbalanced)
2AGPEAT161,MNXM3448 + C00002 + MNXM950 = C00020 + cpd29055 + C00013,,skipped (unbalanced)
2AGPEAT141,MNXM3447 + C00002 + MNXM641 = C00020 + MNXM3693 + C00013,,skipped (unbalanced)
2AGPGAT160,cpd25200 + C00002 + C00249 = C00020 + CHEBI:72829 + C00013,-18.182157932710126,ok
PGSA180,CHEBI:104121 + C00093 = C00055 + C00080 + cpd15547,222.7065076713102,ok
PGCD,C00197 + C00003 = C03232 + C00080 + C00004,33.92760826913354,ok
PSSA140,CHEBI:103211 + C00065 = C00055 + C00080 + MNXM7665,,skipped (unbalanced)
2AGPGAT141,MNXM3452 + C00002 + MNXM641 = C00020 + MNXM2029 + C00013,,skipped (unbalanced)
FACOAE180,C00001 + C00412 = C00010 + C00080 + C01530,-27.021578889350707,ok
LPLIPAL2ATG140,cpd26437 + CHEBI:60723 = cpd26440 + C03274,-6.726878760971658,ok
LPLIPAL2ATG141,MNXM3452 + MNXM2029 = MNXM7019 + C03274,,skipped (unbalanced)
LPLIPAL2ATG160,cpd25200 + CHEBI:72829 = cpd26443 + C03274,-6.726878760972568,ok
LPLIPAL2ATG180,cpd26427 + cpd15540 = cpd26442 + C03274,-6.726878760973477,ok
LPLIPAL2ATG161,MNXM3453 + cpd15539 = MNXM7021 + C03274,,skipped (unbalanced)
LPLIPAL2ATG181,MNXM3455 + MNXM1773 = MNXM7023 + C03274,,skipped (unbalanced)
FACOAE100,MNXM162283 + C00001 = C00010 + MNXM162295 + C00080,,skipped (unbalanced)
FACOAE80,C00001 + C01944 = C00010 + C00080 + C06423,-27.030685821181805,ok
FACOAE60,C00001 + MNXM162502 = C00010 + C00080 + C01585,,skipped (unbalanced)
CLPNS180pp,2 cpd15540 = MNXM5079 + C00116,,skipped (unbalanced)
PLIPA1E120pp,C00001 + MNXM2858 = cpd26439 + MNXM162258 + C00080,,skipped (unbalanced)
CLPNS181pp,2 MNXM1773 = CHEBI:105685 + C00116,,skipped (unbalanced)
EX_cys__L_e,cys__L_e --> ,,skipped (unmapped)
PG161abcpp,C00002 + C00001 = 0 cpd15539 + C00008 + C00080 + C00009,-27.36519874790435,ok
PGP120abcpp,C00002 + C00001 = 0 MNXM5266 + C00008 + C00080 + C00009,-27.36519874790435,ok
MALtex,mal__L_e <=> mal__L_p,,skipped (unmapped)
NO3tex,no3_e <=> no3_p,,skipped (unmapped)
3OAS141,MNXM163784 + C00080 + C01209 = cpd15374 + C00229 + C00011,,skipped (unbalanced)
3OAR121,cpd15373 + C00080 + C00005 = cpd15366 + C00006,,skipped (unbalanced)
CFAS160G,2 C00019 + cpd15539 = 2 C00021 + cpd15435 + 2 C00080,-198.8952602371503,ok
PGP161abcpp,C00002 + C00001 = 0 cpd15546 + C00008 + C00080 + C00009,-27.36519874790435,ok
PGP181abcpp,C00002 + C00001 = 0 MNXM5269 + C00008 + C00080 + C00009,-27.36519874790435,ok
PA120abcpp,C00002 + C00001 = 0 cpd15521 + C00008 + C00080 + C00009,-27.36519874790435,ok
PLIPA1G120pp,C00001 + MNXM1771 = MNXM3450 + MNXM162258 + C00080,,skipped (unbalanced)
URAt2pp, = 0 C00080 + 0 C00106,0.0,ok
FACOAE141,C00001 + MNXM2290 = C00010 + C00080 + MNXM641,,skipped (unbalanced)
CLPNS120pp,2 MNXM1771 = MNXM5078 + C00116,,skipped (unbalanced)
ALPATE160pp,cpd15395 + CHEBI:73005 = CHEBI:131743 + C01834,,skipped (unbalanced)
FACOAE161,C00001 + MNXM90167 = C00010 + C00080 + MNXM950,,skipped (unbalanced)
EX_gsn_e,gsn_e --> ,,skipped (unmapped)
TTDCEAtexi,ttdcea_e --> ttdcea_p,,skipped (unmapped)
HDCEAtexi,hdcea_e --> hdcea_p,,skipped (unmapped)
ALPATG160pp,cpd15395 + CHEBI:72829 = cpd25200 + C01834,,skipped (unbalanced)
2AGPGAT120,MNXM3450 + C00002 + MNXM162258 = C00020 + MNXM1771 + C00013,,skipped (unbalanced)
LPLIPAL2ATE120,cpd26439 + MNXM1771 = cpd26441 + C01233,,skipped (unbalanced)
ALAALAD,C00993 + C00001 = 2 C00133,-1.6363072659393083,ok
2AGPEAT180,CHEBI:133144 + C00002 + C01530 = C00020 + CHEBI:39934 + C00013,-20.704100305533686,ok
LPLIPAL2ATE140,cpd26435 + CHEBI:60723 = cpd26440 + C01233,-6.726876933180961,ok
EX_orot_e,orot_e --> ,,skipped (unmapped)
LPLIPAL2ATE160,CHEBI:131743 + CHEBI:72829 = cpd26443 + C01233,-6.7268769331814156,ok
LPLIPAL2ATE180,CHEBI:133144 + cpd15540 = cpd26442 + C01233,-6.7268769331832345,ok
LPLIPAL2ATE141,MNXM3447 + MNXM2029 = MNXM7019 + C01233,,skipped (unbalanced)
2AGPEAT181,MNXM3449 + C00002 + C00712 = C00020 + MNXM2150 + C00013,,skipped (unbalanced)
2AGPGAT140,cpd26437 + C00002 + MNXM162239 = C00020 + CHEBI:60723 + C00013,,skipped (unbalanced)
PLIPA1E181pp,C00001 + MNXM2150 = MNXM3449 + C00080 + C00712,,skipped (unbalanced)
PLIPA1G180pp,C00001 + cpd15540 = cpd26427 + C00080 + C01530,-16.81442541338069,ok
LPLIPAL2ATE161,MNXM3448 + cpd15539 = MNXM7021 + C01233,,skipped (unbalanced)
LPLIPAL2ATE181,MNXM3449 + MNXM1773 = MNXM7023 + C01233,,skipped (unbalanced)
FACOAL141t2pp,C00002 + C00010 + MNXM641 = 0 C00080 + C00020 + C00013 + MNXM2290,,skipped (unbalanced)
FACOAL161t2pp,C00002 + C00010 + MNXM950 = 0 C00080 + C00020 + MNXM90167 + C00013,,skipped (unbalanced)
PA160abcpp,C00002 + C00001 = 0 CHEBI:72859 + C00008 + C00080 + C00009,-27.36519874790435,ok
PLIPA1G181pp,C00001 + MNXM1773 = MNXM3455 + C00080 + C00712,,skipped (unbalanced)
ALAALAabcpp,C00002 + C00001 = 0 C00993 + C00008 + C00080 + C00009,-27.36519874790435,ok
HEXt2rpp, = 0 C00080 + 0 C01585,0.0,ok
G3PEabcpp,C00002 + C00001 = 0 C01233 + C00008 + C00080 + C00009,-27.36519874790435,ok
G3PCabcpp,C00002 + C00001 = 0 C00670 + C00008 + C00080 + C00009,-27.36519874790435,ok
2AGPGAT161,MNXM3453 + C00002 + MNXM950 = C00020 + cpd15539 + C00013,,skipped (unbalanced)
PA181abcpp,C00002 + C00001 = 0 cpd15527 + C00008 + C00080 + C00009,-27.36519874790435,ok
12DGR141tipp,12dgr141_p --> 12dgr141_c,,skipped (unmapped)
AMPTASEPG,C00001 + CHEBI:61695 = C00037 + C00148,28.360759891778912,ok
